binder_id,target_id,binder,source,A_length,af3_ipSAE_min,af3_ipSAE_max,af3_ipSAE_avg,af3_LIS,af3_iptm_avg,af3_iptm_model_0,af3_ptm_avg,af3_ipae,af3_min_pae_contact,af3_pDockQ_min,af3_pDockQ2_max,RMSD_chA_aft_chB_align_input_af3,RMSD_complex_input_af3,af3_rosetta_interface_dG,af3_rosetta_interface_dG_SASA_ratio,af3_rosetta_interface_dSASA,af3_rosetta_interface_sc,af3_rosetta_interface_packstat,af3_rosetta_surface_hydrophobicity,af3_rosetta_interface_interface_hbonds,input_rosetta_interface_sc,input_rosetta_interface_dG,input_rosetta_interface_dG_SASA_ratio,input_rosetta_interface_dSASA,input_rosetta_interface_packstat,af3_pymol_delta_SASA,af3_pymol_percent_nonpolar,af3_pymol_hbonds,af3_pymol_num_interface_residues
Motif0087_HHH_eva_0002_0001_0001_3217_0001,FGFR2,0,Cao et al FGFR2,63.0,0.315,0.412,0.171,0.46,0.66,0.7,0.77,7.334,2.2,0.268,0.365,2.53,3.26,-48.18,-2.93,1641.66,0.71,0.64,0.09,7.0,0.71,-66.09,-3.46,1912.31,0.63,769.372,51.22,5.0,41.0
Motif0122_ems_3hM_2646_0001_0004_0001,EGFR,0,Cao et al EGFR,61.0,0.062,0.078,0.023,0.151,0.49,0.51,0.82,11.44,25.0,0.157,0.08,7.72,8.32,-35.91,-2.04,1757.77,0.56,0.58,0.07,6.0,0.67,-52.61,-2.89,1821.67,0.68,1055.361,46.809,6.0,47.0
Motif0157_ems_3hM_2337_0001_0002_8998_0001,FGFR2,0,Cao et al FGFR2,61.0,0.014,0.019,0.013,0.117,0.29,0.33,0.63,14.578,25.0,0.067,0.051,20.17,18.45,-30.3,-2.54,1194.3,0.69,0.61,0.13,2.0,0.71,-69.64,-3.56,1957.51,0.65,720.069,55.556,3.0,36.0
Motif0163_bcov_4helix_11625_0001_0001,EGFR,0,Cao et al EGFR,65.0,0.0,0.0,0.0,0.0,0.25,0.27,0.76,18.536,25.0,0.0,0.0,11.89,12.97,-32.21,-1.92,1676.7,0.65,0.59,0.23,3.0,0.71,-58.84,-3.56,1652.9,0.67,825.198,42.5,4.0,40.0
Motif0165_bcov_4helix_07113_0001_9773_0001,FGFR2,0,Cao et al FGFR2,65.0,0.083,0.121,0.036,0.214,0.43,0.46,0.68,12.78,4.8,0.167,0.077,6.86,5.16,-45.52,-2.92,1560.67,0.59,0.6,0.16,4.0,0.74,-59.31,-4.45,1333.05,0.71,914.876,53.191,0.0,47.0
Motif0182_ems_3hM_250_0001_4958_0001,FGFR2,1,Cao et al FGFR2,63.0,0.767,0.825,0.464,0.732,0.9,0.9,0.91,3.434,0.8,0.549,0.878,2.51,2.46,-70.48,-3.66,1926.74,0.76,0.67,0.07,5.0,0.73,-69.28,-3.57,1941.53,0.67,962.161,48.98,4.0,49.0
Motif0202_HHH_eva_0327_0001_0001,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,63.0,0.0,0.0,0.0,0.0,0.17,0.19,0.71,22.084,25.0,0.0,0.0,12.93,10.93,-29.08,-2.21,1317.33,0.6,0.64,0.22,3.0,0.64,-68.86,-3.54,1945.56,0.66,780.435,37.778,2.0,45.0
Motif0207_ems_3hM_2046_0001_0002_3354_0001,FGFR2,0,Cao et al FGFR2,63.0,0.015,0.018,0.014,0.15,0.28,0.33,0.62,13.691,25.0,0.117,0.046,18.93,24.08,-41.22,-2.5,1651.17,0.58,0.6,0.08,2.0,0.78,-72.44,-3.94,1838.87,0.69,821.286,54.348,1.0,46.0
Motif0328_bcov_4helix_04239_0001_0001,EGFR,0,Cao et al EGFR,65.0,0.0,0.0,0.0,0.0,0.16,0.16,0.69,23.671,25.0,0.0,0.0,20.35,27.57,-32.49,-1.73,1874.26,0.63,0.48,0.15,4.0,0.71,-59.51,-3.33,1785.19,0.67,963.205,46.0,3.0,50.0
Motif0370_ems_3hM_1216_0001_0002_0001,InsulinR,0,Cao et al Insulin receptor,63.0,0.013,0.017,0.012,0.078,0.3,0.39,0.73,15.767,25.0,0.047,0.045,10.57,16.35,-42.96,-2.99,1437.25,0.73,0.61,0.16,2.0,0.64,-50.94,-3.1,1641.01,0.69,704.765,51.351,3.0,37.0
Motif0628_ems_3hM_2692_0001_0001_0001,EGFR,1,Cao et al EGFR,63.0,0.496,0.653,0.294,0.572,0.83,0.84,0.91,5.253,1.7,0.358,0.697,3.19,3.55,-40.95,-2.58,1590.15,0.75,0.64,0.07,3.0,0.72,-52.59,-2.93,1794.67,0.66,799.747,43.902,6.0,41.0
Motif0660_bcov_4helix_14636_0001_9064_0001,FGFR2,0,Cao et al FGFR2,65.0,0.176,0.188,0.093,0.293,0.5,0.53,0.68,9.784,3.7,0.115,0.118,3.64,4.36,-53.44,-3.61,1482.0,0.72,0.65,0.22,4.0,0.68,-55.88,-3.88,1440.06,0.61,804.991,60.976,2.0,41.0
Motif0727_bcov_4helix_01041_0001,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,65.0,0.0,0.0,0.0,0.0,0.21,0.22,0.72,21.667,25.0,0.0,0.0,4.12,4.97,-42.96,-2.29,1875.49,0.59,0.66,0.15,8.0,0.65,-60.23,-3.11,1937.65,0.69,926.456,41.176,2.0,51.0
Motif0848_bcov_4helix_03761_0001_5904_0001,FGFR2,0,Cao et al FGFR2,65.0,0.416,0.477,0.217,0.441,0.7,0.71,0.76,7.946,1.5,0.167,0.428,5.6,5.39,-51.43,-3.59,1433.12,0.65,0.63,0.33,5.0,0.7,-66.85,-3.91,1708.09,0.7,720.804,57.895,4.0,38.0
Motif0889_bcov_4helix_06025_0001,SARS_CoV2_RBD,1,Cao et al SARS_CoV2_RBD,65.0,0.554,0.707,0.34,0.592,0.85,0.85,0.87,6.343,1.5,0.333,0.707,1.83,1.98,-54.86,-3.1,1769.62,0.71,0.76,0.23,6.0,0.75,-60.02,-3.49,1721.49,0.67,815.458,47.826,9.0,46.0
Motif1005_HEEHE_2751_0001_0001_8656_0001,FGFR2,0,Cao et al FGFR2,65.0,0.066,0.081,0.023,0.234,0.39,0.42,0.67,12.512,25.0,0.129,0.073,22.91,18.02,-42.09,-2.82,1495.15,0.64,0.66,0.13,1.0,0.77,-85.21,-4.41,1934.2,0.69,816.068,51.282,4.0,39.0
Motif1016_bcov_4helix_09446_0001_0001_5475_0001,FGFR2,0,Cao et al FGFR2,65.0,0.0,0.0,0.0,0.0,0.19,0.22,0.58,20.051,25.0,0.0,0.0,20.34,37.48,-31.83,-2.19,1455.47,0.49,0.52,0.36,3.0,0.69,-61.75,-3.69,1674.03,0.67,870.842,54.545,2.0,44.0
Motif1026_HEEHE_2496_0001_0002_2878_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.055,0.013,0.128,0.3,0.44,0.63,13.662,25.0,0.095,0.052,20.13,21.66,-51.08,-3.31,1541.44,0.74,0.63,0.22,4.0,0.74,-76.77,-4.17,1840.68,0.64,846.429,50.0,2.0,40.0
Motif1033_HEEHE_0892_0001_4645_0001,FGFR2,0,Cao et al FGFR2,65.0,0.064,0.087,0.023,0.195,0.41,0.44,0.65,12.493,5.1,0.124,0.07,19.51,18.08,-31.81,-2.33,1367.15,0.57,0.6,0.13,0.0,0.71,-56.37,-3.14,1797.53,0.69,757.874,51.282,0.0,39.0
Motif1050_HEEHE_1342_0001_8707_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.017,0.012,0.105,0.28,0.32,0.62,14.991,25.0,0.045,0.045,19.56,13.25,-30.43,-2.69,1129.67,0.66,0.56,0.2,4.0,0.72,-60.55,-3.33,1820.24,0.68,568.098,54.839,3.0,31.0
Motif1059_HHH_eva_0049_0001_0001_4635_0001,FGFR2,0,Cao et al FGFR2,61.0,0.185,0.221,0.116,0.315,0.57,0.6,0.73,9.201,3.1,0.282,0.181,15.08,11.3,-45.71,-2.87,1592.04,0.67,0.61,0.13,1.0,0.7,-72.95,-3.57,2042.11,0.7,979.577,61.702,2.0,47.0
Motif1061_HEEHE_0991_0001_9711_0001,FGFR2,0,Cao et al FGFR2,65.0,0.035,0.068,0.018,0.196,0.4,0.43,0.66,13.537,5.5,0.126,0.06,22.99,17.61,-40.99,-2.88,1425.28,0.64,0.59,0.2,1.0,0.68,-58.69,-3.31,1775.76,0.67,792.533,55.263,2.0,38.0
Motif1083_bcov_4helix_01109_0001_5467_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.016,0.012,0.089,0.26,0.28,0.61,15.96,25.0,0.065,0.03,12.57,25.4,-39.8,-2.78,1431.81,0.7,0.58,0.29,2.0,0.71,-56.92,-3.24,1759.55,0.7,714.268,56.41,3.0,39.0
Motif1086_HEEHE_1996_0001_4986_0001,FGFR2,0,Cao et al FGFR2,65.0,0.027,0.028,0.016,0.196,0.33,0.36,0.64,13.778,25.0,0.113,0.047,18.59,19.51,-45.05,-3.13,1441.26,0.72,0.61,0.18,2.0,0.75,-58.28,-3.49,1669.63,0.57,723.456,57.576,0.0,33.0
Motif1092_HHH_eva_0188_0001_0004_5886_0001,FGFR2,0,Cao et al FGFR2,60.0,0.021,0.034,0.016,0.209,0.35,0.36,0.66,13.204,25.0,0.125,0.039,20.79,16.52,-36.41,-2.54,1436.02,0.59,0.56,0.15,1.0,0.76,-75.55,-3.7,2042.78,0.72,720.949,64.103,0.0,39.0
Motif1093_HHH_b1_05865_0001,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,55.0,0.0,0.0,0.0,0.0,0.19,0.23,0.72,22.062,25.0,0.0,0.0,15.67,34.05,-34.3,-2.35,1457.14,0.57,0.65,0.08,5.0,0.8,-55.94,-4.0,1400.22,0.76,784.364,34.043,2.0,47.0
Motif1096_bcov_4helix_06794_0001,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,65.0,0.031,0.091,0.012,0.11,0.48,0.53,0.78,13.478,25.0,0.12,0.063,21.99,48.36,-35.41,-2.16,1637.03,0.68,0.67,0.26,5.0,0.67,-45.91,-2.85,1611.72,0.67,875.755,41.304,6.0,46.0
Motif1142_ems_3hM_3270_0001_9281_0001,FGFR2,0,Cao et al FGFR2,63.0,0.061,0.071,0.022,0.221,0.43,0.44,0.68,12.691,5.0,0.137,0.084,23.15,22.97,-40.23,-2.84,1417.93,0.67,0.58,0.07,5.0,0.78,-68.22,-3.86,1765.7,0.67,705.959,47.619,1.0,42.0
Motif1172_ems_3hM_596_0001_4604_0001,FGFR2,1,Cao et al FGFR2,63.0,0.551,0.648,0.309,0.632,0.8,0.82,0.85,4.845,1.5,0.287,0.659,4.13,5.0,-57.42,-3.61,1590.23,0.79,0.67,0.15,5.0,0.74,-79.61,-4.07,1955.78,0.69,760.732,48.718,2.0,39.0
Motif1188_ems_3hM_1084_0001_0002_7027_0001,FGFR2,0,Cao et al FGFR2,61.0,0.13,0.217,0.052,0.227,0.55,0.56,0.72,11.634,4.0,0.116,0.202,11.88,13.63,-36.36,-2.56,1419.77,0.69,0.65,0.13,3.0,0.78,-62.21,-3.63,1712.26,0.68,650.276,41.176,2.0,34.0
Motif1208_bcov_4helix_11255_0001_0001_5713_0001,FGFR2,0,Cao et al FGFR2,65.0,0.453,0.579,0.278,0.493,0.73,0.74,0.79,7.024,1.4,0.238,0.416,20.88,19.73,-49.45,-3.59,1377.62,0.75,0.68,0.13,2.0,0.71,-57.37,-3.26,1758.83,0.7,699.592,50.0,1.0,40.0
Motif1243_ems_3hM_2365_0001_7812_0001,FGFR2,0,Cao et al FGFR2,61.0,0.422,0.455,0.216,0.553,0.74,0.74,0.79,6.688,1.7,0.274,0.56,22.74,22.3,-38.82,-2.84,1364.78,0.63,0.68,0.07,6.0,0.67,-65.22,-3.45,1888.83,0.63,692.6,50.0,3.0,40.0
Motif1293_HHH_eva_0462_0001_2909_0001,FGFR2,0,Cao et al FGFR2,53.0,0.549,0.626,0.279,0.63,0.82,0.82,0.84,5.447,1.3,0.344,0.783,3.43,4.43,-43.11,-3.12,1380.78,0.71,0.65,0.17,6.0,0.76,-61.97,-3.55,1744.9,0.7,697.454,55.556,1.0,36.0
Motif1307_ems_3hC_793_0001_0001_0001_8719_0001,FGFR2,0,Cao et al FGFR2,60.0,0.034,0.072,0.017,0.2,0.38,0.42,0.66,12.33,4.8,0.149,0.087,21.37,22.48,-43.22,-3.11,1390.17,0.74,0.63,0.04,2.0,0.73,-61.87,-3.39,1825.26,0.59,845.698,52.632,1.0,38.0
Motif1332_HHH_b2_06553_0001_0002,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,56.0,0.0,0.0,0.0,0.0,0.15,0.16,0.72,23.64,25.0,0.0,0.0,7.87,12.04,-29.93,-2.27,1317.12,0.58,0.67,0.12,1.0,0.67,-58.12,-3.4,1708.37,0.7,831.841,39.024,1.0,41.0
Motif1368_HHH_eva_0026_0001_0002_8724_0001,FGFR2,0,Cao et al FGFR2,60.0,0.042,0.068,0.019,0.227,0.4,0.41,0.68,12.488,25.0,0.133,0.041,5.24,5.69,-49.44,-2.61,1895.53,0.56,0.53,0.11,5.0,0.71,-81.22,-3.76,2161.68,0.69,1012.337,44.0,5.0,50.0
Motif1480_bcov_4helix_06057_0001_3518_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.016,0.012,0.084,0.25,0.3,0.61,15.965,25.0,0.071,0.025,19.59,13.25,-47.8,-3.41,1403.17,0.71,0.6,0.23,2.0,0.71,-75.95,-3.78,2007.79,0.58,874.336,50.0,7.0,44.0
NYESO_parent_binder_partial_10_2_155_dldesign_1_af2pred,pMHC_NY1,0,pMHC screening NY2,145.0,0.552,0.802,0.37,0.601,0.93,0.94,0.94,4.767,1.0,0.412,0.853,1.29,2.33,-61.15,-2.17,2814.68,0.59,0.67,0.41,10.0,0.67,-65.41,-2.28,2865.65,0.57,1464.689,43.056,15.0,72.0
NYESO_parent_binder_partial_10_2_312_dldesign_0_af2pred,pMHC_NY1,0,pMHC screening NY2,145.0,0.566,0.786,0.359,0.657,0.93,0.93,0.94,4.952,1.2,0.408,0.905,1.4,1.57,-73.05,-2.38,3064.22,0.62,0.56,0.42,11.0,0.61,-64.03,-2.12,3016.8,0.55,1614.686,43.421,11.0,76.0
NYESO_parent_binder_partial_20_3_344_dldesign_0_af2pred,pMHC_NY1,1,pMHC screening NY2,145.0,0.642,0.861,0.42,0.712,0.95,0.95,0.95,3.831,0.8,0.448,0.929,1.29,1.56,-84.87,-2.79,3038.03,0.68,0.7,0.47,13.0,0.65,-83.47,-2.69,3105.56,0.66,1527.102,48.649,8.0,74.0
Pdl1_binder_AF2_16,Pdl1,0,Pdl1 Watson et al,92.0,0.433,0.466,0.297,0.481,0.73,0.75,0.83,6.508,2.3,0.444,0.536,2.24,1.54,-55.06,-2.75,1998.62,0.68,0.73,0.14,11.0,0.66,-53.65,-2.78,1932.67,0.67,1056.339,35.185,10.0,54.0
Pdl1_binder_AF2_3,Pdl1,0,Pdl1 Watson et al,65.0,0.254,0.368,0.172,0.357,0.63,0.63,0.81,7.676,3.0,0.223,0.4,22.75,20.12,-28.64,-2.39,1198.16,0.56,0.72,0.29,3.0,0.7,-43.12,-2.88,1496.37,0.68,723.646,42.105,8.0,38.0
Pdl1_binder_AF2_33,Pdl1,0,Pdl1 Watson et al,65.0,0.351,0.43,0.225,0.438,0.71,0.72,0.83,6.488,2.3,0.329,0.472,3.24,2.87,-41.51,-2.59,1604.03,0.61,0.66,0.23,8.0,0.54,-43.94,-2.48,1772.01,0.68,737.006,45.0,9.0,40.0
Pdl1_binder_AF2_4,Pdl1,1,Pdl1 Watson et al,99.0,0.791,0.834,0.541,0.701,0.9,0.9,0.91,3.693,0.9,0.571,0.884,2.01,1.86,-52.54,-2.71,1938.78,0.68,0.64,0.15,9.0,0.64,-51.84,-2.77,1874.73,0.63,1062.714,39.216,8.0,51.0
Pdl1_binder_AF2_84,Pdl1,0,Pdl1 Watson et al,93.0,0.247,0.267,0.164,0.319,0.58,0.61,0.75,8.556,3.2,0.417,0.313,1.27,1.39,-37.68,-2.34,1613.23,0.73,0.78,0.33,5.0,0.69,-44.0,-2.7,1632.57,0.76,915.748,48.889,6.0,45.0
Pdl1_binder_AF2_88,Pdl1,0,Pdl1 Watson et al,96.0,0.462,0.5,0.299,0.522,0.74,0.74,0.83,5.965,2.0,0.273,0.625,6.97,4.56,-42.08,-2.62,1608.18,0.68,0.6,0.09,7.0,0.63,-46.83,-3.0,1560.07,0.63,837.786,40.0,12.0,45.0
Trka_binder_AF2_16,TrkA,0,TrkA Watson et al,65.0,0.687,0.801,0.444,0.711,0.86,0.87,0.89,3.792,0.9,0.434,0.834,1.86,2.19,-43.05,-2.55,1687.47,0.63,0.55,0.29,5.0,0.67,-46.3,-2.83,1635.73,0.56,808.078,43.902,5.0,41.0
Trka_binder_AF2_20,TrkA,0,TrkA Watson et al,83.0,0.783,0.814,0.543,0.728,0.89,0.89,0.91,3.668,0.9,0.545,0.92,1.62,1.97,-54.69,-2.95,1856.45,0.76,0.68,0.15,8.0,0.66,-50.8,-2.89,1760.6,0.59,1050.103,51.064,7.0,47.0
Trka_binder_AF2_36,TrkA,0,TrkA Watson et al,65.0,0.016,0.016,0.013,0.091,0.21,0.26,0.55,17.309,25.0,0.102,0.027,6.71,5.21,-32.96,-2.6,1267.93,0.68,0.63,0.61,7.0,0.76,-62.2,-3.51,1771.3,0.68,707.714,45.946,5.0,37.0
Trka_binder_AF2_69,TrkA,0,TrkA Watson et al,65.0,0.638,0.752,0.425,0.711,0.83,0.84,0.88,3.906,1.1,0.472,0.855,1.68,2.34,-41.6,-2.76,1506.5,0.61,0.54,0.31,4.0,0.71,-40.34,-2.47,1632.07,0.57,819.47,44.186,4.0,43.0
Trka_binder_AF2_71,TrkA,0,TrkA Watson et al,94.0,0.755,0.755,0.524,0.703,0.86,0.87,0.89,3.928,1.1,0.466,0.866,2.36,2.14,-56.48,-3.17,1782.97,0.72,0.64,0.38,9.0,0.71,-54.24,-2.95,1839.0,0.54,949.046,34.783,9.0,46.0
Trka_binder_AF2_93,TrkA,0,TrkA Watson et al,65.0,0.655,0.727,0.408,0.694,0.84,0.85,0.88,4.0,1.2,0.486,0.862,2.37,2.35,-43.51,-3.19,1362.66,0.65,0.64,0.14,7.0,0.71,-43.98,-2.91,1511.78,0.6,734.191,47.368,8.0,38.0
allongoldberg_3_52_10_refined_IDEAL,EGFR,0,Adaptyv binder comp round 2,55.0,0.0,0.0,0.0,0.0,0.2,0.25,0.6,27.57,25.0,0.0,0.0,47.3,62.6,-53.0,-2.3,2308.06,0.53,0.64,0.27,9.0,0.57,-34.28,-1.72,1987.27,0.52,1186.5,51.613,7.0,62.0
allongoldberg_4_44_14_refined_IDEAL,EGFR,0,Adaptyv binder comp round 2,138.0,0.0,0.0,0.0,0.0,0.36,0.37,0.56,25.123,25.0,0.0,0.0,7.27,9.91,-43.82,-1.85,2365.43,0.55,0.67,0.26,5.0,0.58,-46.05,-1.99,2318.8,0.68,1459.012,46.479,8.0,71.0
allongoldberg_8714_32po_S__34hp_L_,EGFR,0,Adaptyv binder comp round 1,138.0,0.0,0.0,0.0,0.0,0.18,0.19,0.49,29.157,25.0,0.0,0.0,51.44,88.12,-9.56,-1.93,494.66,0.5,0.56,0.47,4.0,0.7,-19.36,-2.02,958.13,0.65,1061.33,36.364,8.0,55.0
bcov_r2_EHEE_05345_000000001_0001_0001,IL7Ra,0,Cao et al IL7Ra,65.0,0.0,0.0,0.0,0.0,0.14,0.16,0.69,24.54,25.0,0.0,0.0,5.76,6.16,-36.76,-2.25,1634.2,0.54,0.61,0.31,4.0,0.74,-66.98,-3.57,1874.85,0.68,888.74,41.463,4.0,41.0
bcov_r2_ems_ferrM_6894_0002_000000004_0001_0001,IL7Ra,0,Cao et al IL7Ra,64.0,0.0,0.0,0.0,0.0,0.16,0.17,0.7,24.4,25.0,0.0,0.0,21.15,39.37,-35.94,-2.88,1249.64,0.67,0.59,0.21,3.0,0.75,-69.73,-3.82,1824.2,0.72,639.959,60.0,1.0,30.0
bcov_r3_EHEE_10073_000000036_0001_0001,IL7Ra,0,Cao et al IL7Ra,65.0,0.0,0.0,0.0,0.0,0.23,0.27,0.71,20.466,25.0,0.0,0.0,46.52,28.48,-36.6,-2.08,1762.2,0.62,0.66,0.19,7.0,0.68,-52.24,-3.61,1446.07,0.69,981.993,41.667,4.0,48.0
bcov_revert_r1_HEEH_13973_000000000_0001_1_20_H____ems_3hM_2216_0001_0004_0001_0001,TrkA,0,Cao et al TrkA,64.0,0.695,0.786,0.427,0.706,0.87,0.87,0.89,4.011,0.9,0.438,0.897,2.36,2.35,-50.35,-3.66,1374.28,0.73,0.62,0.08,5.0,0.73,-57.57,-3.89,1478.34,0.71,758.987,52.632,1.0,38.0
bundit_b_s18_manbaritone_Seq5_EGFR_binder_70_100_beta_303_dldesign_1_Length_71,EGFR,0,Adaptyv binder comp round 2,71.0,0.516,0.653,0.252,0.456,0.91,0.91,0.65,13.279,1.9,0.572,0.7,3.74,10.64,-66.37,-2.84,2338.32,0.69,0.6,0.17,8.0,0.68,-65.34,-2.85,2296.21,0.7,1274.332,50.0,9.0,62.0
coreyhowe99_egfr_binder7,EGFR,0,Adaptyv binder comp round 1,20.0,0.0,0.0,0.0,0.0,0.34,0.4,0.67,24.972,25.0,0.0,0.0,52.64,56.63,-20.35,-1.79,1137.57,0.59,0.58,0.19,1.0,0.65,-32.54,-1.81,1793.67,0.55,607.957,48.485,4.0,33.0
cside_mot_902bd2d794eda2c58461ea262bc623ba_0001_000000010_0001_17_22_H___HEEHE_3203_0001_0003_0001,EGFR,0,Cao et al EGFR,65.0,0.0,0.0,0.0,0.0,0.2,0.21,0.74,22.367,25.0,0.0,0.0,19.45,48.06,-19.76,-1.9,1040.15,0.5,0.58,0.28,6.0,0.6,-47.5,-2.8,1699.14,0.61,682.056,29.73,4.0,37.0
cside_pol_05fce666512f15016f89150594726482_0001_1_000000001_0001,EGFR,0,Cao et al EGFR,65.0,0.409,0.52,0.259,0.449,0.78,0.8,0.89,6.06,2.6,0.384,0.595,12.79,15.16,-30.8,-2.01,1529.23,0.71,0.64,0.22,1.0,0.69,-49.41,-2.91,1698.4,0.61,804.611,41.463,2.0,41.0
csplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____60091493e9a1e78a97af177fbdf76fb6_0001_1_0001_0002_0001_0001_4_32_HHH_28_29040_26_0001,VirB8,0,Cao et al VirB8,65.0,0.013,0.017,0.012,0.079,0.29,0.33,0.72,17.021,25.0,0.083,0.032,48.94,36.06,-40.76,-2.77,1473.21,0.73,0.7,0.21,1.0,0.82,-59.55,-3.98,1496.13,0.75,755.676,64.865,0.0,37.0
csplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____8da475e37648611124092ca2728912ae_0001_0001_0003_0001_0001_18_51_HHH_31_14320_27_0001_4_crosslinked_mm_0,VirB8,0,Cao et al VirB8,65.0,0.015,0.026,0.012,0.095,0.36,0.41,0.74,15.691,25.0,0.101,0.043,41.09,25.36,-22.94,-1.86,1230.71,0.6,0.69,0.37,0.0,0.79,-61.18,-3.7,1652.9,0.72,691.914,55.263,3.0,38.0
elian_elian2,EGFR,0,Adaptyv binder comp round 2,100.0,0.463,0.605,0.252,0.38,0.85,0.85,0.71,14.754,2.1,0.448,0.563,40.01,47.11,-60.31,-2.2,2745.19,0.63,0.67,0.19,13.0,0.6,-60.26,-1.79,3358.5,0.61,1512.014,41.176,14.0,68.0
ems_3hM_2379_000000018_0001,FGFR2,0,Cao et al FGFR2,64.0,0.026,0.039,0.015,0.17,0.28,0.35,0.62,13.68,25.0,0.111,0.064,11.82,10.06,-35.55,-2.32,1531.74,0.61,0.6,0.07,1.0,0.72,-69.63,-3.61,1931.12,0.69,763.94,42.105,5.0,38.0
ems_coilM_104_0001_000000008_0001,FGFR2,0,Cao et al FGFR2,64.0,0.015,0.015,0.013,0.133,0.24,0.29,0.6,15.394,25.0,0.109,0.031,17.14,19.35,-29.04,-2.09,1391.82,0.49,0.56,0.24,2.0,0.71,-61.02,-3.61,1691.92,0.62,732.167,56.098,0.0,41.0
ems_ferrM_5811_000000008_0001,FGFR2,0,Cao et al FGFR2,64.0,0.016,0.026,0.013,0.124,0.3,0.33,0.64,14.685,7.3,0.111,0.053,9.39,10.82,-44.01,-2.89,1522.3,0.71,0.67,0.33,4.0,0.72,-59.86,-3.41,1752.96,0.72,730.972,58.333,6.0,36.0
ems_p1_15H_GBL_16H_GABBL_16H_0168_0001_0001_0002_000000022_0001,FGFR2,1,Cao et al FGFR2,55.0,0.745,0.814,0.434,0.732,0.9,0.91,0.91,3.443,0.9,0.423,0.833,1.97,3.08,-61.51,-3.68,1671.87,0.65,0.69,0.19,9.0,0.62,-57.41,-3.32,1726.85,0.68,835.326,43.902,8.0,41.0
flowuenne_nf_proteindesign_design10,EGFR,0,Adaptyv binder comp round 2,50.0,0.0,0.0,0.0,0.0,0.29,0.32,0.61,26.774,25.0,0.0,0.0,23.35,56.5,-18.34,-1.52,1204.77,0.55,0.52,0.54,1.0,0.62,-36.76,-1.86,1973.34,0.57,703.322,43.59,6.0,39.0
gabriong_design10,EGFR,0,Adaptyv binder comp round 1,50.0,0.0,0.0,0.0,0.0,0.17,0.18,0.6,28.873,25.0,0.0,0.0,24.95,68.34,-28.31,-1.88,1505.1,0.53,0.61,0.19,4.0,0.48,-32.61,-1.71,1906.37,0.58,885.885,42.553,3.0,47.0
il10ra_site1_sap_14_mot_HHH_b2_02933_000000199_0001_1_19_H___HHH_b2_04211_0001_0000100004_0000001_0_0001,IL10Ra,0,Bennet paper IL10Ra prospective,56.0,0.41,0.509,0.154,0.385,0.8,0.82,0.83,8.584,2.3,0.2,0.656,54.69,41.8,-34.03,-2.95,1153.82,0.73,0.62,0.23,2.0,0.6,-55.57,-2.92,1904.68,0.68,635.807,54.545,3.0,33.0
joel_rf_diffusion_trim_3,EGFR,0,Adaptyv binder comp round 2,89.0,0.0,0.0,0.0,0.0,0.26,0.34,0.58,25.923,25.0,0.0,0.0,38.26,38.85,-40.33,-2.26,1783.29,0.66,0.61,0.2,6.0,0.64,-44.27,-2.33,1903.65,0.7,1008.809,40.741,8.0,54.0
julie_jg26n,EGFR,0,Adaptyv binder comp round 2,50.0,0.154,0.474,0.078,0.297,0.77,0.82,0.7,14.834,3.3,0.384,0.38,14.51,31.67,-43.09,-2.56,1684.32,0.69,0.68,0.17,4.0,0.57,-46.29,-1.97,2345.21,0.57,814.004,41.304,7.0,46.0
klima_jason_egfr_7wmio_1_9,EGFR,0,Adaptyv binder comp round 1,200.0,0.64,0.68,0.401,0.423,0.88,0.88,0.73,14.302,1.9,0.569,0.606,44.05,41.17,-79.84,-2.44,3276.42,0.62,0.58,0.14,14.0,0.51,-34.49,-1.25,2751.06,0.59,1822.562,36.782,19.0,87.0
lennart_nickel_EGFR_l98_s70756_mpnn3,EGFR,0,Adaptyv binder comp round 2,98.0,0.401,0.576,0.217,0.356,0.82,0.84,0.64,16.208,2.3,0.432,0.542,43.77,46.64,-57.14,-2.74,2084.38,0.69,0.63,0.3,9.0,0.61,-24.8,-1.4,1766.22,0.56,1139.68,46.552,10.0,58.0
longxing_Grafting2_ems_3hM_1912_0001_0011_0001_0001,IL7Ra,0,Cao et al IL7Ra,64.0,0.014,0.014,0.012,0.094,0.32,0.44,0.75,15.566,25.0,0.165,0.046,12.38,48.67,-34.75,-2.18,1591.04,0.61,0.6,0.21,6.0,0.74,-59.0,-3.74,1576.19,0.66,981.991,33.333,5.0,42.0
